	TENATOPRAZOLE	DANAZOL	PANTOPRAZOLE	ARTEMISININ	OMEPRAZOLE	MELPHALAN	BISACODYL	DIACETAMATE	ENTACAPONE	TINIDAZOLE	NITRENDIPINE	PHENAZOPYRIDINE	SULFASALAZINE	RISPERIDONE	PALIPERIDONE	TACROLIMUS	CARVEDILOL	PIDOTIMOD	IDEBENONE	METHOXSALEN	LEVAMISOLE	LOVASTATIN	MEVASTATIN	PERICYAZINE	FINASTERIDE	BETAMETHASONE VALERATE	NORGESTIMATE	CAPECITABINE	CARBETAPENTANE CITRATE	ITRACONAZOLE	DULOXETINE	MEFLOQUINE	DICYCLOMINE	PIMOZIDE	PACLITAXEL	REPAGLINIDE	INDOMETHACIN	RAMIPRIL	EZETIMIBE	CELECOXIB	BENZBROMARONE	RANITIDINE	ZIPRASIDONE MESYLATE	NAFRONYL OXALATE	PHENYTOIN SODIUM	PENBUTOLOL SULFATE	CHLORMEZANONE	BUPROPION	AMANTADINE	METITEPINE MALEATE	TRIMETAZIDINE DIHYDROCHLORIDE	BICALUTAMIDE	TRANILAST	SULPIRIDE	ETHOXZOLAMIDE	METHYSERGIDE MALEATE	RIZATRIPTAN BENZOATE	BIPERIDEN	IMATINIB	VERAPAMIL	CAMYLOFINE DIHYDROCHLORIDE	ACECAINIDE	LOFEXIDINE	METOPROLOL TARTRATE	IRSOGLADINE MALEATE	MEMANTINE	ALPRENOLOL	DIPHENYLPYRALINE	ALFUZOSIN	PAPAVERINE	OXCARBAZEPINE	METHSUXIMIDE	PAROXETINE	ESZOPICLONE	ANAGRELIDE	ETHOPROPAZINE	DIPYRIDAMOLE	DOXAZOSIN MESYLATE	TRIHEXYPHENIDYL	METHYLPHENIDATE	FLUVOXAMINE MALEATE	THIOTHIXENE	CYCLOBENZAPRINE	BENZTHIAZIDE	NEVIRAPINE	VINPOCETINE	ANASTROZOLE	SILDENAFIL CITRATE	CLEMIZOLE	ORPHENADRINE CITRATE	ENALAPRIL MALEATE	CYCLOPHOSPHAMIDE	NOSCAPINE	ZIDOVUDINE [AZT]	SUMATRIPTAN SUCCINATE	TADALAFIL	GLICLAZIDE	BEZAFIBRATE	WARFARIN	NAPROXEN(+)	PROCARBAZINE	NAFTOPIDIL	OLANZAPINE	FLUCONAZOLE	CLONIDINE	NEOSTIGMINE BROMIDE	CIMETIDINE	FEBUXOSTAT	COLCHICINE	KETOROLAC TROMETHAMINE	METAXALONE	ZALEPLON	MIFEPRISTONE	OXYBUTYNIN CHLORIDE	RITONAVIR	DROSPIRENONE	BUDESONIDE	GLIPIZIDE	SULFINPYRAZONE	ETODOLAC	NATEGLINIDE	VORICONAZOLE	VALSARTAN	LOSARTAN	IRBESARTAN	REBAMIPIDE	NIZATIDINE	ERGONOVINE MALEATE	DASATINIB	PRIMAQUINE PHOSPHATE	NICERGOLINE	DEXAMETHASONE	ERGOTAMINE TARTRATE	NALOXONE	FENSPIRIDE	GALANTAMINE	SOTALOL	BETAMETHASONE ACETATE	DIGOXIN	DIGITOXIN	CLOPIDOGREL SULFATE	RILUZOLE	MEBENDAZOLE	RAMELTEON	CYPROTERONE ACETATE	OXAPROZIN	BENAZEPRIL	GRISEOFULVIN	TRANDOLAPRIL	QUINAPRIL	CETIRIZINE	CARISOPRODOL	TOLAZAMIDE	PRANOPROFEN	FAMPROFAZONE	TELMISARTAN	CLEMASTINE FUMARATE	LOPERAMIDE	MEGESTROL ACETATE	TRIMEBUTINE MALEATE	FENOFIBRATE	FLUPHENAZINE	DILTIAZEM	LEVONORGESTREL	DEFLAZACORT	DIFLORASONE DIACETATE	LINAGLIPTIN	OLMESARTAN MEDOXOMIL	FLUOXETINE	MYCOPHENOLATE MOFETIL	BROMOCRIPTINE MESYLATE	RACECADOTRIL	ROXATIDINE ACETATE	FAMCICLOVIR	VILAZODONE	NORETHINDRONE ACETATE
NAPROXEN(+)	0.424574582	0.58532741	0.423700475	0.493607385	0.429191687	0.645750717	0.491691181	0.750224393	0.714426787	0.320637022	0.692347419	0.397133021	0.446011673	0.53285773	0.532499233	0.558980574	0.481021339	0.503383168	0.517075355	0.926809623	0.525676194	0.538826674	0.538907408	0.468329458	0.526582488	0.50143609	0.511439565	0.480203001	0.73779338	0.697458273	0.826344239	0.450497422	0.525191199	0.527471903	0.844080995	0.768995015	0.482358388	0.684899885	0.713582229	0.416811136	0.937797649	0.767614161	0.410288909	0.745204695	0.591937198	0.830244859	0.563043724	0.621059723	0.481484246	0.528896653	0.828628495	0.48436201	0.786712394	0.793660492	0.502529401	0.37826883	0.400981761	0.721910956	0.356244253	0.836615659	0.69670595	0.596448319	0.77846479	0.819245615	0.393956484	0.482094876	0.803259716	0.771210664	0.478805205	0.488333131	0.567574379	0.614582666	0.830341064	0.307640732	0.456715155	0.486034958	0.336562979	0.472341354	0.733253649	0.706787979	0.703245418	0.538548836	0.623923022	0.460041259	0.353525288	0.419861555	0.466362693	0.775587769	0.394448915	0.782700208	0.6907401	0.481019035	0.865437481	0.493021523	0.402882145	0.47249618	0.543095734	0.892459669	0.963820231	1	0.608252602	0.741610492	0.460094195	0.449600291	0.458796885	0.735373924	0.332118979	0.501903267	0.856926331	0.475228324	0.850548188	0.384047082	0.604108411	0.767115606	0.315620407	0.49969726	0.489477672	0.345808514	0.500690816	0.456216875	0.690729283	0.42865551	0.518475488	0.432218387	0.496416459	0.619149477	0.329591461	0.371531453	0.297478434	0.459477541	0.389813784	0.498287802	0.325864085	0.851430905	0.65678683	0.841231171	0.701853864	0.499816182	0.46523438	0.465690734	0.609489831	0.494378581	0.394758679	0.8743532	0.493979836	0.481070597	0.666948604	0.900452015	0.697412939	0.678622726	0.647392342	0.502459166	0.550871236	0.48382168	0.559192565	0.387661442	0.761581454	0.726694954	0.510869601	0.892721208	0.920747776	0.48109242	0.774677146	0.532026736	0.528202302	0.498144492	0.34610546	0.4234782	0.832993138	0.891654694	0.321651588	0.762282351	0.842721539	0.32847366	0.416247155	0.508441378
PROCARBAZINE	0.507809755	0.744874692	0.485072781	0.573511234	0.504894478	0.915777188	0.582029783	0.672809362	0.701739107	0.621039867	0.863438931	0.714873238	0.579156775	0.661296961	0.649868923	0.543624495	0.573556514	0.69209787	0.584386448	0.567110576	0.854995628	0.564751806	0.564786719	0.780359989	0.686038469	0.545624319	0.619662609	0.627931341	0.839515289	0.62734288	0.662249073	0.635972522	0.659289599	0.866680624	0.662267824	0.692736938	0.59767302	0.844239543	0.75775129	0.693562722	0.556125127	0.648839402	0.754016096	0.824958096	0.931572587	0.661890647	0.883833856	0.955595732	0.661806887	0.841901767	0.621735683	0.810965193	0.682141008	0.647369511	0.553129625	0.612090134	0.671874914	0.800542044	0.630804386	0.648773695	0.883619969	0.941202795	0.665827173	0.681128179	0.719446332	0.662019603	0.676150833	0.781335254	0.520226068	0.56643548	0.907052297	0.922768597	0.632471773	0.587725862	0.81927778	0.82327147	0.645305424	0.513739524	0.813364946	0.885905897	0.830099999	0.832850569	0.87240087	0.814799781	0.627944144	0.625988175	0.730229289	0.639539151	0.711699193	0.781271434	0.856993058	0.654288827	0.580315492	0.629574362	0.665849091	0.556648669	0.822312323	0.634734327	0.597025105	0.608252602	1	0.652332264	0.796532303	0.698363455	0.813050689	0.681804717	0.645040404	0.571254019	0.595465039	0.647739929	0.667657763	0.657363104	0.799075934	0.811225512	0.574042902	0.592020014	0.526794534	0.61168673	0.849961585	0.618503063	0.898222201	0.680005505	0.789728414	0.707124945	0.771333179	0.896225966	0.634862327	0.612414997	0.595268216	0.549030642	0.568118893	0.555353081	0.556990446	0.569987686	0.883755325	0.615276981	0.839449587	0.546764923	0.51382609	0.515000126	0.870998341	0.54242361	0.676134366	0.64640781	0.580789697	0.620500736	0.885599555	0.553945954	0.847938191	0.878174724	0.863616891	0.662492635	0.837387394	0.577593385	0.907340281	0.649416451	0.769199988	0.800791925	0.589366674	0.600560008	0.603036351	0.792309126	0.734450282	0.6243055	0.537359257	0.542899683	0.637060685	0.685134028	0.698868756	0.558159306	0.54795984	0.825289156	0.67717214	0.634697449	0.530869389	0.604969612
NAFTOPIDIL	0.652905195	0.514677122	0.661035075	0.372053449	0.66451911	0.700643313	0.70916616	0.878085235	0.845086391	0.42537707	0.699848225	0.546198691	0.642959042	0.657493422	0.659468425	0.399522007	0.720162898	0.449944895	0.390520536	0.724411773	0.619186733	0.393624671	0.393721265	0.588629634	0.44135508	0.357867591	0.401309736	0.418205694	0.697019538	0.95138413	0.816920895	0.671591935	0.436894985	0.640035285	0.716716227	0.837673504	0.691495324	0.650010221	0.828270787	0.60854036	0.696285573	0.838412118	0.545297323	0.70115734	0.644418644	0.867128456	0.609258525	0.644580615	0.414638326	0.627508201	0.853784364	0.588668611	0.841529872	0.791452862	0.700338834	0.58808218	0.591081044	0.761004328	0.533525701	0.84480947	0.689675651	0.664936931	0.843062634	0.882465314	0.538065026	0.41162975	0.895562727	0.799192165	0.723299102	0.716970163	0.647175507	0.65671555	0.824762848	0.477562906	0.554541252	0.602287094	0.472093958	0.718259457	0.760638882	0.707928515	0.728352381	0.626774442	0.687331627	0.549310346	0.529987114	0.632959666	0.624285668	0.769148468	0.545875664	0.787087165	0.670453317	0.418215317	0.766646991	0.42653497	0.601800758	0.702018989	0.603807667	0.781106506	0.729318171	0.741610492	0.652332264	1	0.58978988	0.620831102	0.562546635	0.87841513	0.437314953	0.701144997	0.815401134	0.664821488	0.864366277	0.563821602	0.557227367	0.726253707	0.513129312	0.37747262	0.34588893	0.534202436	0.602123247	0.673235429	0.692571548	0.607978132	0.601263622	0.560498661	0.589964433	0.670061805	0.422805194	0.583259747	0.472970687	0.694357443	0.610635982	0.366560239	0.542949107	0.780242951	0.688680536	0.853012654	0.797719171	0.358410691	0.327584621	0.328741604	0.615129714	0.693753538	0.557780829	0.836406851	0.367244037	0.681776423	0.69999412	0.708548866	0.668123271	0.687846089	0.671704786	0.432474117	0.612195744	0.691887767	0.651334214	0.558205027	0.764284266	0.716429112	0.382469345	0.768060608	0.746676387	0.605951063	0.814306865	0.415830946	0.372640034	0.354097047	0.51386478	0.551955271	0.84423359	0.729918255	0.5409803	0.734403188	0.870272642	0.45321477	0.640459727	0.388019612
OLANZAPINE	0.577652034	0.583798419	0.549336956	0.429990092	0.571339032	0.775141312	0.622246779	0.595109325	0.63116922	0.708198486	0.70562626	0.859976178	0.639525154	0.607716269	0.595447353	0.378500131	0.619063654	0.585754106	0.433697335	0.418171303	0.8830292	0.406407002	0.406312776	0.901974417	0.54324678	0.384968789	0.468913174	0.52746165	0.669719256	0.583994169	0.554980491	0.716978644	0.527082711	0.903894182	0.502340001	0.582509364	0.625777067	0.672360116	0.668169841	0.839667665	0.403682514	0.563389069	0.874796096	0.662007862	0.809543077	0.560703131	0.811106053	0.766482538	0.548684063	0.891949672	0.514152555	0.879135127	0.572227627	0.53377	0.580675413	0.730170633	0.801630574	0.689015015	0.753670733	0.538116482	0.713587814	0.818517772	0.585692835	0.585550849	0.853050664	0.543527772	0.585643094	0.663163677	0.549885997	0.606582552	0.825333251	0.792414803	0.520688541	0.722414175	0.883352938	0.952797893	0.76404489	0.546486831	0.68983212	0.718052315	0.71915491	0.858477212	0.796796594	0.888782595	0.763107855	0.715656751	0.818097433	0.526404981	0.83405447	0.65644466	0.696243922	0.549667189	0.4450085	0.52484499	0.798769595	0.591247219	0.794554747	0.494821431	0.445824412	0.460094195	0.796532303	0.58978988	1	0.791136552	0.897606199	0.610905903	0.738451619	0.597168142	0.477964102	0.685283435	0.55950314	0.784377889	0.636363365	0.650246968	0.719411809	0.437391745	0.368907566	0.753574873	0.905252496	0.678069284	0.722132848	0.784238539	0.744989186	0.742001795	0.747285808	0.764122031	0.713103453	0.735290594	0.74174244	0.604684127	0.65150569	0.398802409	0.680099094	0.444714945	0.75782879	0.507215653	0.742811126	0.386651713	0.363399084	0.365194719	0.741649095	0.574783039	0.770845245	0.529415453	0.42829788	0.6533043	0.737901577	0.403670324	0.676261186	0.720879862	0.740719735	0.547057485	0.808202065	0.616247621	0.868428116	0.736377472	0.647525642	0.660652111	0.432167417	0.459403816	0.45594061	0.917132423	0.615361462	0.466852831	0.368390469	0.382330605	0.764977041	0.713592427	0.58638283	0.413911863	0.665635585	0.661824303	0.565274499	0.742571265	0.586177555	0.450851672
FLUCONAZOLE	0.688334983	0.486703865	0.65829259	0.363888894	0.678265339	0.677521882	0.684786233	0.585588707	0.59106891	0.718114872	0.611105489	0.841395882	0.697932118	0.605606666	0.595651313	0.321092464	0.691076923	0.53147281	0.369527746	0.406253489	0.79156655	0.344958449	0.345163083	0.714371585	0.465620453	0.309360046	0.38167706	0.491454078	0.608242771	0.63135458	0.555185	0.770285059	0.466478753	0.767381899	0.47213359	0.56159081	0.672663726	0.608017925	0.626583025	0.832410751	0.392457544	0.550432765	0.784002162	0.616651985	0.738580299	0.57838893	0.692250934	0.669723911	0.478786734	0.760961172	0.513694276	0.686599744	0.550433892	0.516098985	0.628345944	0.768988895	0.871440238	0.657131276	0.814729527	0.530360734	0.629383309	0.708441948	0.610249621	0.591926046	0.840421886	0.472423113	0.603435702	0.636830894	0.644790234	0.676943228	0.716336687	0.724073401	0.520849643	0.764436302	0.777288199	0.760727794	0.783044306	0.634547194	0.645127236	0.65001679	0.690620065	0.741822908	0.740754223	0.726590733	0.807260543	0.761940526	0.958724672	0.508004711	0.830700285	0.635775321	0.629664661	0.494249027	0.438222993	0.492016971	0.837871791	0.658370591	0.726843271	0.475212186	0.431387217	0.449600291	0.698363455	0.620831102	0.791136552	1	0.798922402	0.594999464	0.732458699	0.641129766	0.47426547	0.718851143	0.564044106	0.881235753	0.53579876	0.599745916	0.732892629	0.356902677	0.297113658	0.7767731	0.720262399	0.727300804	0.662106551	0.959309812	0.788925291	0.839867289	0.804499964	0.661492991	0.706421912	0.776278395	0.769959819	0.687907341	0.705370458	0.325734881	0.71399827	0.449396221	0.696617582	0.517715245	0.683695083	0.312101749	0.290846635	0.291880356	0.62862474	0.627725688	0.803941858	0.530755463	0.344568542	0.694020813	0.654532518	0.387887706	0.616057961	0.64599491	0.653505023	0.492591409	0.721287996	0.671216223	0.736855299	0.793467094	0.618434423	0.606460987	0.354666453	0.447611559	0.438066266	0.731774466	0.584501191	0.386486192	0.29711293	0.305924667	0.809691945	0.821395323	0.579486137	0.407271232	0.697716415	0.617024924	0.558830139	0.75980911	0.649220016	0.367077329
CLONIDINE	0.551116437	0.597416913	0.518173657	0.461471113	0.540475228	0.767287976	0.587994773	0.570229812	0.591138371	0.739351722	0.696503079	0.85815763	0.610636073	0.592610491	0.577641448	0.403880453	0.578328797	0.63235217	0.466566535	0.411532113	0.905527992	0.43634285	0.43627896	0.815718233	0.577610287	0.411381183	0.491227479	0.572134632	0.679337132	0.554043083	0.543843339	0.67352095	0.565240221	0.873457933	0.495196333	0.561677173	0.595370276	0.700259348	0.636951203	0.784063314	0.403261107	0.544421811	0.878978174	0.678685037	0.845987219	0.548550624	0.829130007	0.786537081	0.585177474	0.863916104	0.490447845	0.810109485	0.552018835	0.524696192	0.554334286	0.685037454	0.778419339	0.677605473	0.747946703	0.51499126	0.721418037	0.816500451	0.577580349	0.568826312	0.872421794	0.581632737	0.570193619	0.653329784	0.515899546	0.569804948	0.823044744	0.820414525	0.502208078	0.713739141	0.966156969	0.879580927	0.782242451	0.507975372	0.678807879	0.725389241	0.72766751	0.836380939	0.803029444	0.890530466	0.746483262	0.675411724	0.830965245	0.519658127	0.845592357	0.654944588	0.718975843	0.592234207	0.428253965	0.570830077	0.757581746	0.55484888	0.810375136	0.487687859	0.444431304	0.458796885	0.813050689	0.562546635	0.897606199	0.798922402	1	0.580640059	0.769787837	0.569266593	0.456977085	0.662716109	0.549341074	0.778923455	0.646938603	0.652348526	0.672169781	0.465366958	0.394397305	0.716632718	0.853529098	0.641066712	0.743122706	0.786752539	0.816744288	0.801942391	0.81974517	0.765472852	0.747593527	0.689532467	0.729683439	0.567785449	0.610735092	0.424092392	0.629864577	0.426275635	0.772345256	0.48662736	0.714719563	0.41340936	0.387759519	0.38895579	0.759884776	0.549026052	0.776992481	0.5182458	0.456811193	0.62576605	0.741915346	0.39770173	0.702568653	0.736096609	0.749828287	0.589330131	0.816212173	0.583990288	0.850146375	0.742021776	0.644384741	0.657875438	0.461122928	0.445852608	0.451252242	0.827834321	0.604647762	0.491925631	0.391864991	0.408923109	0.763437712	0.773162454	0.572909803	0.402894187	0.61426433	0.67511972	0.551231068	0.766215882	0.548047711	0.4779189
NEOSTIGMINE BROMIDE	0.636562354	0.539159968	0.638320355	0.369642217	0.645379173	0.743756105	0.715001888	0.971220776	0.9322547	0.421351203	0.747913436	0.55683127	0.656552331	0.691885318	0.689495375	0.395309992	0.706815194	0.44633345	0.394578938	0.719681175	0.626801633	0.394282959	0.394343483	0.617615411	0.448373529	0.366643998	0.412999873	0.407618676	0.706318657	0.854888864	0.785430973	0.671493453	0.434423627	0.67037356	0.702928809	0.88776687	0.70904975	0.674088014	0.887525406	0.616338935	0.696153183	0.900808024	0.575031821	0.70401124	0.658812853	0.805190459	0.632737717	0.673692985	0.41219054	0.639274838	0.810336907	0.630059179	0.903633457	0.835215767	0.733555353	0.592566764	0.588846682	0.736505331	0.539447767	0.808306166	0.720249206	0.703332406	0.789217602	0.836366278	0.550445205	0.412077247	0.83423612	0.782022571	0.688683389	0.712463787	0.687345095	0.665481818	0.772792326	0.483247509	0.579277877	0.627298614	0.473778691	0.685010207	0.750325835	0.722715333	0.716489384	0.634201217	0.683736071	0.575453734	0.535904094	0.639128661	0.602098719	0.811653672	0.561469922	0.770329237	0.695325898	0.411611047	0.738839169	0.415427214	0.603776977	0.697836548	0.598547239	0.810085755	0.733332965	0.735373924	0.681804717	0.87841513	0.610905903	0.594999464	0.580640059	1	0.436306709	0.734536479	0.78353823	0.691336442	0.842874116	0.557670337	0.584968788	0.725898233	0.522694571	0.385934843	0.348601316	0.542640418	0.639927413	0.682289808	0.709935904	0.586796871	0.598295195	0.555583396	0.585963401	0.72287101	0.419673152	0.58511422	0.481714656	0.684149564	0.616066199	0.373016285	0.545882957	0.732436617	0.691928991	0.793654047	0.822485072	0.366495625	0.326402281	0.327887905	0.64962787	0.722774287	0.575368201	0.809488613	0.381626761	0.705144108	0.744577328	0.717040435	0.691860642	0.718103703	0.693381491	0.427536994	0.613859704	0.707186356	0.686709265	0.572258291	0.747633177	0.711229563	0.392590787	0.751775875	0.764729065	0.633423197	0.876897069	0.427295711	0.378500904	0.363344906	0.519775262	0.545596544	0.813533081	0.707246611	0.543210812	0.75561384	0.877121282	0.452287858	0.644783186	0.399843919
CIMETIDINE	0.495095606	0.527487364	0.454966205	0.434930831	0.481323289	0.608812727	0.527256034	0.42645635	0.448174886	0.964892413	0.554934766	0.821341506	0.583929736	0.516055041	0.501452359	0.357111358	0.504188396	0.616861511	0.443971096	0.286512135	0.716578881	0.400904139	0.40093267	0.658360742	0.535963783	0.373507396	0.449238091	0.59263454	0.537616681	0.43763477	0.394068781	0.602872082	0.538807648	0.711473293	0.374837585	0.425794319	0.517319089	0.553447443	0.497470005	0.696576612	0.279523266	0.384938837	0.759189466	0.54262376	0.688083038	0.415203012	0.630940772	0.611423657	0.563536319	0.684100709	0.349942437	0.640458906	0.414388043	0.356819623	0.460236134	0.648692577	0.725899501	0.530441856	0.755347428	0.373981128	0.561986541	0.654165567	0.440313841	0.431509212	0.813327399	0.561541982	0.43080721	0.500409555	0.435615008	0.505294956	0.677223793	0.660468557	0.36020718	0.784950278	0.76009318	0.705827622	0.904570515	0.431101165	0.523840281	0.56846465	0.590500952	0.661767127	0.64499378	0.688952423	0.771381268	0.617491155	0.741175923	0.347040299	0.788456749	0.509124925	0.573333222	0.585386416	0.303816723	0.58420039	0.695117106	0.482406925	0.649322637	0.349016594	0.317610439	0.332118979	0.645040404	0.437314953	0.738451619	0.732458699	0.769787837	0.436306709	1	0.484731105	0.317589284	0.589131302	0.406268138	0.7644812	0.562455863	0.508840529	0.684992117	0.424972934	0.359628406	0.728945146	0.675471672	0.569630983	0.588610002	0.737222877	0.700583615	0.740331057	0.713640377	0.600631712	0.961150669	0.645961154	0.765127627	0.506940572	0.564710192	0.394959779	0.603714559	0.305898998	0.608121548	0.357457835	0.560345042	0.377323444	0.354885528	0.356710134	0.567686931	0.454107036	0.741147245	0.375395345	0.424009008	0.549901841	0.583743229	0.270246843	0.556993522	0.569882586	0.566018201	0.578374712	0.645879301	0.526455222	0.68216366	0.714889117	0.482775655	0.493365841	0.422582502	0.319670861	0.318564486	0.669598175	0.456326143	0.451018321	0.342567118	0.370989112	0.79048956	0.720272025	0.425584274	0.282313993	0.581542436	0.518906667	0.404309598	0.938655204	0.495864419	0.436792036
FEBUXOSTAT	0.829257584	0.391237518	0.818676158	0.213415532	0.834444303	0.619393932	0.90819349	0.729481042	0.714305974	0.477334667	0.586796838	0.6219094	0.860924727	0.713690746	0.704625143	0.214812543	0.84628075	0.336695836	0.246187923	0.484951601	0.565243904	0.229222467	0.229380548	0.563057447	0.308733319	0.200296514	0.255540487	0.30627151	0.520180501	0.727778802	0.556866023	0.796084112	0.298731999	0.631858743	0.47216506	0.67858521	0.875072602	0.521026667	0.706847786	0.686994638	0.467021228	0.675256466	0.620046443	0.525432683	0.569369481	0.589026973	0.519789002	0.542753091	0.284022585	0.561521504	0.568262619	0.563218516	0.678235074	0.610857632	0.940963637	0.729414781	0.68685646	0.548701812	0.673189085	0.562857154	0.553827504	0.611335869	0.601057496	0.614084663	0.614331483	0.285719958	0.621720097	0.574917446	0.804569442	0.888827335	0.623867403	0.553215956	0.534133544	0.620585263	0.569104546	0.583632144	0.555734401	0.799677626	0.554246102	0.551602265	0.562595515	0.53997321	0.562991677	0.520242004	0.663788326	0.779301186	0.624296514	0.59696685	0.640814476	0.570604581	0.54583056	0.294819963	0.502506376	0.311429294	0.702623842	0.856182498	0.492799372	0.57551898	0.501535731	0.501903267	0.571254019	0.701144997	0.597168142	0.641129766	0.569266593	0.734536479	0.484731105	1	0.536998882	0.843414636	0.6132569	0.66220455	0.442467075	0.522633616	0.666003697	0.226266943	0.179202739	0.676248206	0.580734918	0.833393404	0.559245013	0.658077907	0.580832968	0.612531412	0.585104234	0.615907062	0.458802937	0.713110322	0.613570138	0.8710112	0.788523112	0.214237243	0.69100893	0.50137001	0.549008233	0.562732475	0.653403677	0.201854858	0.155095791	0.156939795	0.504259774	0.916455022	0.69418079	0.571318228	0.228158224	0.872685201	0.611665947	0.48684143	0.539274641	0.569008414	0.54157771	0.307957947	0.50451463	0.920114085	0.61833986	0.710896136	0.539623799	0.506460889	0.234210808	0.513015392	0.53269454	0.583139878	0.673085724	0.271672926	0.199800526	0.197001445	0.639192473	0.611427234	0.579783197	0.472584058	0.683889199	0.570802184	0.633422742	0.525788775	0.841705651	0.242249659
COLCHICINE	0.471953308	0.529569693	0.481210636	0.413577779	0.482949179	0.640513705	0.534629484	0.790966673	0.767039732	0.303935487	0.674098288	0.4075663	0.472409728	0.552309171	0.556893346	0.470317009	0.54390324	0.437093001	0.42787951	0.860094371	0.529271601	0.447462322	0.447584635	0.496987498	0.45700766	0.415408529	0.440043732	0.406281122	0.703227016	0.773650623	0.86396452	0.501716347	0.450547335	0.537231893	0.818187808	0.799373164	0.527185179	0.640831328	0.748534607	0.457663224	0.823578491	0.803414413	0.419374551	0.702000271	0.575260689	0.873277334	0.557796104	0.604759886	0.418965311	0.543084253	0.949640649	0.507625376	0.810613508	0.815954365	0.538306097	0.422815117	0.433178249	0.741944726	0.374269707	0.933848333	0.67186342	0.591985593	0.802941965	0.862374805	0.401687084	0.416081095	0.858012017	0.787549022	0.551230734	0.54040366	0.563034391	0.599286222	0.917650173	0.320608423	0.451690865	0.503980022	0.334630668	0.547501708	0.747373838	0.688189969	0.687240431	0.55280485	0.623613287	0.46701603	0.371885398	0.465696177	0.487480739	0.796049408	0.404722597	0.776977064	0.649737158	0.413852329	0.906759702	0.416930087	0.442839165	0.531336235	0.546216972	0.853246772	0.843577655	0.856926331	0.595465039	0.815401134	0.477964102	0.47426547	0.456977085	0.78353823	0.317589284	0.536998882	1	0.504880657	0.872623133	0.40668573	0.557619014	0.744518142	0.351628349	0.422387496	0.406803046	0.374020901	0.515664034	0.504233408	0.662485078	0.454429914	0.503111116	0.429995894	0.484102846	0.60973906	0.309486971	0.419224704	0.316996128	0.514182354	0.440541021	0.416503983	0.378720181	0.919479539	0.646584177	0.942491321	0.726766166	0.414193149	0.388323942	0.389112729	0.592049756	0.531149805	0.406216743	0.908481907	0.408925047	0.518359565	0.651075882	0.834520613	0.653165293	0.656466079	0.640588252	0.431390912	0.554789035	0.521093579	0.563974448	0.401336389	0.770796949	0.731573364	0.427604104	0.901211111	0.84779024	0.509272106	0.776974274	0.454864586	0.443251758	0.411734017	0.360129083	0.420313532	0.871290893	0.87644285	0.378581098	0.728097124	0.874694545	0.321011878	0.46957515	0.430008936
KETOROLAC TROMETHAMINE	0.761308031	0.464826508	0.74147388	0.279064085	0.766689788	0.686562956	0.87039135	0.681862207	0.692030726	0.58015298	0.64020511	0.726581356	0.867354477	0.799250801	0.786540826	0.266839623	0.84350733	0.412151043	0.309854469	0.456907794	0.641068449	0.285717519	0.285828921	0.634426433	0.383373733	0.262398388	0.32484642	0.378526457	0.562266005	0.684570162	0.530743895	0.883041327	0.368154163	0.726215052	0.48689372	0.670711454	0.916185131	0.575942466	0.722052253	0.785336585	0.434109607	0.618549927	0.735456885	0.563459777	0.648738537	0.563964135	0.586423302	0.612116881	0.359812607	0.62965489	0.541507762	0.640897464	0.656754124	0.574739371	0.794725639	0.837575803	0.79268452	0.579407942	0.783844834	0.541088058	0.605044562	0.693202184	0.569920673	0.587226722	0.721863221	0.362709925	0.595699501	0.588569022	0.77042231	0.849772416	0.717175762	0.622122037	0.515307112	0.724694772	0.667379956	0.665249299	0.664062687	0.766992196	0.582964116	0.599327005	0.594378309	0.601608178	0.616568001	0.600805395	0.76638604	0.889101415	0.702987434	0.562524344	0.756826079	0.58305865	0.596383712	0.368497315	0.483967508	0.381343608	0.807701443	0.852692166	0.554950825	0.546394992	0.47354786	0.475228324	0.647739929	0.664821488	0.685283435	0.718851143	0.662716109	0.691336442	0.589131302	0.843414636	0.504880657	1	0.579603828	0.764015969	0.517547049	0.555790897	0.766340174	0.295805682	0.242682659	0.779476801	0.665586916	0.922653925	0.613969565	0.742203424	0.671562948	0.71548835	0.67910807	0.690826279	0.56092101	0.821550429	0.72722073	0.834495064	0.875752468	0.281396408	0.794190179	0.478879287	0.603295228	0.535017531	0.687460391	0.265098154	0.219098351	0.221051366	0.560592247	0.775942743	0.817318148	0.539809155	0.293997642	0.953802442	0.672731672	0.455382371	0.593002296	0.624784975	0.596223275	0.380829677	0.565181496	0.876849374	0.705449677	0.833631831	0.553652538	0.538676004	0.299830638	0.495401144	0.502512818	0.657790197	0.67045376	0.340522251	0.258159734	0.259148464	0.75437467	0.712663077	0.56469742	0.450230682	0.787022582	0.601073309	0.602950453	0.631972106	0.860535841	0.310372491
